,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,R_age,B_age,R_Stance,B_Stance,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,B_Weight_lbs,R_Weight_lbs,R_current_win_streak,B_current_win_streak,R_wins,R_losses,B_wins,B_losses
1196,Lyman Good,Ben Saunders,Herb Dean,2018-11-03,"New York City, New York, USA",Red,Welterweight,33.0,35.0,Orthodox,Orthodox,182.88,187.96,187.96,195.58,170.0,170.0,1,3,1,1,9,7
1197,Shane Burgos,Kurt Holobaugh,Yves Lavigne,2018-11-03,"New York City, New York, USA",Red,Featherweight,27.0,32.0,Orthodox,Orthodox,180.34,180.34,190.5,177.8,155.0,145.0,3,0,3,1,0,2
1198,Adam Wieczorek,Marcos Rogerio de Lima,Dan Miragliotta,2018-11-03,"New York City, New York, USA",Blue,Heavyweight,26.0,33.0,Orthodox,Orthodox,195.58,185.42,205.74,190.5,253.0,250.0,2,2,2,0,4,3
1199,Misha Cirkunov,Patrick Cummins,Yves Lavigne,2018-10-27,"Moncton, New Brunswick, Canada",Red,LightHeavyweight,31.0,37.0,Orthodox,Orthodox,190.5,187.96,195.58,193.04,205.0,205.0,4,0,4,2,6,5
1200,Gian Villante,Ed Herman,Yves Lavigne,2018-10-27,"Moncton, New Brunswick, Canada",Red,LightHeavyweight,33.0,38.0,Orthodox,Orthodox,190.5,185.42,193.04,195.58,205.0,230.0,0,0,6,7,10,10
1201,Nordine Taleb,Sean Strickland,Eric Nevitt,2018-10-27,"Moncton, New Brunswick, Canada",Blue,Welterweight,37.0,27.0,Orthodox,Orthodox,185.42,185.42,187.96,193.04,185.0,170.0,3,2,6,3,6,3
1202,Alex Garcia,Court McGee,Jerin Valel,2018-10-27,"Moncton, New Brunswick, Canada",Blue,Welterweight,31.0,33.0,Orthodox,Orthodox,175.26,180.34,182.88,190.5,170.0,170.0,2,3,5,4,7,6
1203,Michael Johnson,Artem Lobov,Jerin Valel,2018-10-27,"Moncton, New Brunswick, Canada",Red,Featherweight,32.0,32.0,Southpaw,Southpaw,177.8,175.26,185.42,165.1,145.0,155.0,0,0,10,9,2,4
1204,Volkan Oezdemir,Anthony Smith,Yves Lavigne,2018-10-27,"Moncton, New Brunswick, Canada",Blue,LightHeavyweight,29.0,30.0,Orthodox,Orthodox,187.96,193.04,190.5,193.04,205.0,205.0,3,0,3,1,6,3
1205,Thibault Gouti,Nasrat Haqparast,Barry Gallant,2018-10-27,"Moncton, New Brunswick, Canada",Blue,Lightweight,31.0,23.0,Orthodox,Southpaw,177.8,177.8,182.88,182.88,155.0,155.0,0,0,1,4,1,1
1206,Andre Soukhamthath,Jonathan Martinez,Jerin Valel,2018-10-27,"Moncton, New Brunswick, Canada",Red,Bantamweight,30.0,24.0,Orthodox,Southpaw,175.26,172.72,177.8,177.8,135.0,135.0,0,0,1,3,0,0
1207,Calvin Kattar,Chris Fishgold,Yves Lavigne,2018-10-27,"Moncton, New Brunswick, Canada",Red,Featherweight,30.0,26.0,Orthodox,Orthodox,180.34,172.72,182.88,172.72,145.0,145.0,2,0,2,1,0,0
1208,Sarah Moras,Talita Bernardo,Eric Nevitt,2018-10-27,"Moncton, New Brunswick, Canada",Blue,WomenBantamweight,30.0,31.0,Orthodox,Orthodox,170.18,162.56,170.18,172.72,135.0,135.0,1,0,2,2,0,2
1209,Te Edwards,Don Madge,Barry Gallant,2018-10-27,"Moncton, New Brunswick, Canada",Blue,Lightweight,28.0,27.0,Orthodox,Southpaw,172.72,182.88,182.88,182.88,155.0,155.0,0,0,0,0,0,0
1210,Stevie Ray,Jessin Ayari,Barry Gallant,2018-10-27,"Moncton, New Brunswick, Canada",Red,Lightweight,28.0,26.0,Southpaw,Orthodox,177.8,182.88,177.8,185.42,155.0,155.0,3,1,5,3,1,1
1211,Arjan Bhullar,Marcelo Golm,Eric Nevitt,2018-10-27,"Moncton, New Brunswick, Canada",Red,Heavyweight,32.0,26.0,Orthodox,Orthodox,185.42,190.5,190.5,190.5,249.0,245.0,1,1,1,1,1,1
1212,Sergio Pettis,Jussier Formiga,Herb Dean,2018-10-06,"Las Vegas, Nevada, USA",Blue,Flyweight,25.0,33.0,Orthodox,Orthodox,167.64,165.1,175.26,170.18,125.0,125.0,1,0,8,3,7,4
1213,Vicente Luque,Jalin Turner,Dan Miragliotta,2018-10-06,"Las Vegas, Nevada, USA",Red,Welterweight,26.0,23.0,Orthodox,Southpaw,180.34,190.5,190.5,195.58,155.0,170.0,0,0,6,2,0,0
1214,Tony Ferguson,Anthony Pettis,Jason Herzog,2018-10-06,"Las Vegas, Nevada, USA",Red,Lightweight,34.0,31.0,Orthodox,Orthodox,180.34,177.8,193.04,182.88,155.0,155.0,3,0,13,1,8,6
1215,Ovince Saint Preux,Dominick Reyes,Dan Miragliotta,2018-10-06,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,35.0,28.0,Southpaw,Southpaw,190.5,193.04,203.2,195.58,205.0,205.0,4,3,11,6,3,0
